,company,text,result
65,아카에이아이,"아카에이아이, 이화여대에 AI 학습로봇 '뮤지오' 공급",NEUTRAL
66,아카에이아이,초등학생에 영어 가르치는 ‘AI 로봇’ 확산… 서울 신화초 도입 효과,POSITIVE
67,아카에이아이,"아카에이아이, 산북중학교에 50번째 AI로봇 설치",NEUTRAL
68,아카에이아이,"AI 로봇 뮤지오 &amp; 페퍼, 국내 도입 기관 100개 돌파",POSITIVE
69,아카에이아이,코로나19가 앞당긴 ‘로봇 교사’ 시대 [윤정원의 디지털 인사이트],NEUTRAL
70,케이웨더,"개나리 개화..제주도 3월 10일, 광주 3월 15일, 서울 3월 24일",POSITIVE
71,케이웨더,[주말날씨] 구름 많지만 평년보다 포근…중부 미세먼지 심해,POSITIVE
72,케이웨더,"매화 시작으로 개나리, 진달래.. 제주서 ‘봄꽃  향연’",POSITIVE
73,케이웨더,[기상센터] 올해 봄꽃 빨리 핀다!…3월 기온 평년보다 높을 듯,POSITIVE
74,케이웨더,[제주날씨] 비온 뒤 '포근'...봄꽃 언제  필까,POSITIVE
75,업라이즈,[이효석의 주간증시] 시장 뒤흔들 시나리오…경착륙→연착륙→무착륙?,NEUTRAL
76,업라이즈,고속물류 작업용 바코드 리더기 '데이터맨580' 출시[중기소식],NEUTRAL
77,업라이즈,"[이효석의 주간증시] ""연준아 나 너무 신나""…'파월 랠리' 다시 한번?",POSITIVE
78,업라이즈,“집·한우·음악·그림 쪼개 팝니다”…STO 르네상스 열린다,POSITIVE
79,업라이즈,채권투자의 시작은 경제흐름 파악…세가지 지표는 챙겨봐라[채권공부방],NEUTRAL
80,스마트레이더시스템,"중기부, 10개 신산업 창업기업과 릴레이 간담회",NEUTRAL
81,스마트레이더시스템,'초격차 스타트업 1000+' 다음달 6일 접수 마감,NEUTRAL
82,스마트레이더시스템,"중기부, 신산업 스타트업 육성…11억원 규모 지원",NEUTRAL
83,스마트레이더시스템,신산업 스타트업 150개사에 기업당 최대 11억 지원...'신산업 스타트업 육성사업' 모집,NEUTRAL
84,스마트레이더시스템,"“신산업 생태계 조성”… 중기부, 초격차 분야 창업기업 간담회 개최",NEUTRAL
85,쓰리아이,아기유니콘 비결은 'AI'... 성장률 최상위 3개사 AI 활용,POSITIVE
86,쓰리아이,아기유니콘 26곳 '기업가치 1천억원' 예비유니콘으로 성장,POSITIVE
87,쓰리아이,'아기유니콘' 참여사 중 26곳 기업가치 1000억으로 성장,POSITIVE
88,쓰리아이,"아기유니콘 기업, 평균 3.5배 성장…26곳 기업가치 1000억 넘어",POSITIVE
89,쓰리아이,"아기유니콘200 참여기업 26개사, 기업가치 1000억 돌파",POSITIVE
90,뷰메진,"호반건설, 오픈 이노베이션과 신사업 투자로 기술 혁신 앞장",POSITIVE
91,뷰메진,"호반건설, 프롭테크 접목한 현장중심의 안전경영 두각",POSITIVE
92,뷰메진,"롯데벤처스 ‘엘캠프 10기, 부산 4기’ 14개사, 언박싱더엘캠프 데모데이 성료",NEUTRAL
93,뷰메진,"롯데벤처스, 9일 엘캠프 10기·부산 4기 데모데이 실시",NEUTRAL
94,뷰메진,"롯데벤처스, '엘캠프 10기·부산 4기 데모데이' 개최",NEUTRAL
95,스누아이랩,"노코드로코드 협의회, 박용규 아가도스 대표 부회장 선임",NEUTRAL
96,스누아이랩,"효성인포메이션시스템-스누아이랩, AI 저변 확대 협력",NEUTRAL
97,스누아이랩,"효성인포메이션시스템-스누아이랩, 비전 AI 시장 공략 MOU 체결",NEUTRAL
98,스누아이랩,"효성인포-스누아이랩, 비전AI 시장 공략 `맞손`",NEUTRAL
99,스누아이랩,"효성인포메이션시스템-스누아이랩, AI/ML·HPC 사업 협력",NEUTRAL
100,알체라,"""기술 좋긴 한데""…챗GPT 테마주 '과열주의보'",NEGATIVE
101,알체라,"""적자 기업이 시총 수천억이라니""…올들어 4배 폭등한 종목",POSITIVE
102,알체라,"빅테크 주가 챗봇따라 희비 MS 승승장구, 바이두 불똥",NEGATIVE
103,알체라,구글 챗봇 ‘바드’ 오답 논란에 AI 관련주 ‘휘청’....한국 빅테크 눈돌려볼까,NEGATIVE
104,알체라,[어제장 오늘장] 기업 어떻게 선별해야 할까?…'AI 골드러시',NEUTRAL
105,코어라인소프트,"코어라인소프트, 프랑스 빠그병원에 AI흉부진단 솔루션 공급 계약",NEUTRAL
106,코어라인소프트,"코어라인소프트 ""프랑스 최대 사립병원 그룹에 AI 진단 솔루션 공급""",NEUTRAL
107,코어라인소프트,"코어라인소프트, 프랑스 최대 사립병원 그룹에 AI 진단솔루션 공급",NEUTRAL
108,코어라인소프트,"코어라인소프트, 프랑스 최대 사립병원 그룹에 AI 진단 솔루션 공급",NEUTRAL
109,코어라인소프트,"코어라인, 美 대학 병원에 AI 영상분석 솔루션 공급",NEUTRAL
110,뉴로핏,"윌로그, 서일이앤엠㈜과 일본 대기업에 자사솔루션 제공을 위한 MOU 체결",NEUTRAL
111,뉴로핏,글로벌 치매 신약 나온다…진단업체 기대감 확산,POSITIVE
112,뉴로핏,"뉴로핏, 日 크레아보와 독점적 제휴...뇌질환 AI 일본 공략",NEUTRAL
113,뉴로핏,"뉴로핏, 뇌신경 퇴화 영상 분석 S/W  '뉴로핏 아쿠아' 일본 론칭",NEUTRAL
114,뉴로핏,"뉴로핏, 日 유통사와 '뉴로핏 아쿠아' 판매 제휴 계약",NEUTRAL
115,오드컨셉,"이영상 KASDI 회장 “클라우드 시대에 중소·벤처·소상공인, DX세계 이끄는 등대 역할” 최선",NEUTRAL
116,오드컨셉,"메타랩스 자회사 테크랩스, 이마트24와 점신 계묘년 새해맞이 한정 상품 출시",NEUTRAL
117,오드컨셉,AI로 스타일 추천부터 고객상담까지…D2C 돕는 스타트업 봇물,NEUTRAL
118,오드컨셉,"""내가 성공할 상인가""…'AI 운세' 플랫폼 뜬다",NEUTRAL
119,오드컨셉,"테크랩스 점신, 한정판 순금 부적 완판…커머스 비즈니스 강화",NEUTRAL
120,몰로코,"[마켓인]미래에셋벤처, AI반도체 투자 선점…‘챗GPT’ 열풍 속 기대감↑",POSITIVE
121,몰로코,'사상 최대 이익' 이통 3사 두고 정부가 '제4이통' 찾는 까닭 [이상은의 IT 산책],POSITIVE
122,몰로코,"오늘의집, 밸런타인데이 기획전…""최대 59% 할인해요""[중기소식]",NEUTRAL
123,몰로코,"몰로코, '체스 그랜드마스터' 탈 샤케드 머신러닝 총괄로 영입",NEUTRAL
124,몰로코,"몰로코, 초대 머신러닝 총괄로 탈 샤케드 영입",NEUTRAL
125,모빌테크,"대전시, 한밭대학교에 공간정보 미래인재 육성을 위한 측량장비 기증",NEUTRAL
126,모빌테크,"한밭대, 대전시로부터 지적측량장비 기증받다",NEUTRAL
127,모빌테크,"한밭대, 드론·지적측량 기술 공유하고 측량장비 수증",NEUTRAL
128,모빌테크,메타버스에 가구당 월 8만원 … 시장 선점 노리는 韓기업,NEUTRAL
129,모빌테크,"3D로 전장 재현, 총소리로 적 감지…'안보 지킴이' 된 스타트업",POSITIVE
130,오브젠,"IPO 대어 울고, 중소형株 웃고…'공모주 양극화' 언제까지",NEGATIVE
131,오브젠,'IPO 대어' 연이은 철회에 희비 엇갈리는 주관사...중소형 IPO 부각,NEGATIVE
132,오브젠,6개 기업 연속 '따상'...'AI 보안' 샌즈랩 코스닥 데뷔,POSITIVE
133,오브젠,중소형주는 ‘따상’ vs 대형주는 ‘철회’…IPO 투자는 아직?,NEGATIVE
134,오브젠,공모주 시장 ‘양극화’ …중소형주만 ‘따상’ 열풍,POSITIVE
135,업스테이지,대세라고 열광하더니...욕설 내뱉고 오답 쏟아낸 ‘이것’,NEGATIVE
136,업스테이지,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
137,업스테이지,"""생각보다 오류 많네""… 갈길 먼 생성형AI",NEGATIVE
138,업스테이지,‘1년 365일 24시간’ 이미 AI와의 동거...챗GPT로 더 끈끈해진다[AI 스토밍 ②],NEUTRAL
139,업스테이지,생성형 AI는 대체재 아니라 보완재… AI 스스로 다 못한다,NEUTRAL
140,니어스랩,"자율주행 드론 스타트업 니어스랩, 신보 '프리아이콘' 선정",POSITIVE
141,니어스랩,"'드론 솔루션' 니어스랩, 신보 프리아이콘 선정…3년 50억 보증",NEUTRAL
142,니어스랩,"니어스랩, 신보 '프리아이콘' 선정…3년간 50억원 보증",POSITIVE
143,니어스랩,"니어스랩, 신보 '프리아이콘' 선정…3년간 50억 보증",POSITIVE
144,니어스랩,마스크 벗자 뜬 '이것'...K-유니콘 역대 최다 [Geeks' Briefing],POSITIVE
145,클레온,"'스타 가상인간' 만든다…클레온, 이엘파크매니지먼트와 맞손",NEUTRAL
146,클레온,"개미 돌격에 125%, 230%, 620% '폭등'…챗봇 '망신' 극복할까",NEUTRAL
147,클레온,"""챗GPT 게섰거라""…생성 AI로 신시장 개척하는 K-스타트업",POSITIVE
148,클레온,'블랙핑크' '뉴진스'까지 다 섭렵한 그녀...이젠 회사 취직한다는데,NEUTRAL
149,클레온,[쫌아는기자들] 메타가 클레온과 비밀 실험 프로젝트(NPE)을 한 이유,NEUTRAL
150,라이드플럭스,렌터카 아닌 기술기업 쏘카…'AI+데이터 드라이브'로 첫 연간 흑자 쾌거,POSITIVE
151,라이드플럭스,"쏘카, 작년 영업이익 94억…첫 흑자",POSITIVE
152,라이드플럭스,"""차량 호출하니 로보택시가 왔다"" 국내 4개 도시 자율주행 서비스 타봤더니 [CarTalk]",NEUTRAL
153,라이드플럭스,자율주행 스타트업이 바라본 CES2023와 K-모빌리티,NEUTRAL
154,라이드플럭스,“360억 펀드로 콘텐츠IP 관광 키운다”..스마트스터디벤처스,POSITIVE
155,디사일로,"[게시판] 네이버 투자받은 디사일로, 하나은행 데이터플랫폼 개발",NEUTRAL
156,디사일로,"디사일로, 하나은행에 개인정보 보호 강화한 데이터 플랫폼 제공",NEUTRAL
157,디사일로,창업자 지원 잘하는 기업은 카카오·네이버·삼성…정부는 62.1점,POSITIVE
158,디사일로,"KISIA, 정보보호 성장기업 도약 네트워킹 행사 개최",NEUTRAL
159,디사일로,"'암호 풀지 않고 데이터 분석'…K-스타트업, 동형암호 기술 주도",POSITIVE
160,마키나락스,직방·토스·런드리고 투자사 대주주로 변신한 조현식 고문,NEUTRAL
161,마키나락스,"LG, 글로벌 AI 스타트업 13곳 490억원 투자… AI 경쟁력 강화",NEUTRAL
162,마키나락스,"[ET단상]불확실성의 시대, AI도 속도전이다",NEUTRAL
163,마키나락스,"""우리가 하고 싶은 AI는 ‘X to Real’입니다""",NEUTRAL
164,마키나락스,"에르메스 버킨백 NFT, 상표권 침해일까?",NEUTRAL
165,딥바이오,"푸마, '푸마XP.A.M.' 콜라보 컬렉션 출시",NEUTRAL
166,딥바이오,"'AI로 암 진단' 딥바이오, 개인정보 관련 국제정보보호 인증 획득",POSITIVE
167,딥바이오,"딥바이오, 국제표준 정보보안 인증 'ISO 27001' 획득",POSITIVE
168,딥바이오,"""D·N·A로 사회적 가치 실현""…제3회 소셜DNA혁신상 공모",POSITIVE
169,딥바이오,"AI진단업계 선두주자 루닛 vs 뷰노, 최후승자는",POSITIVE
170,알세미,"산은, 반도체 스타트업 투자 확대…""기술패권 경쟁 지원""",NEUTRAL
171,알세미,반도체 지원 늘린다…무역금융 우대에 스타트업 투자↑,POSITIVE
172,알세미,"산은, '경제 재도약 1호 프로젝트' 반도체 스타트업 지원 강화",NEUTRAL
173,알세미,"산은, 반도체 스타트업 투자 확대…""경제 재도약 지원""",NEUTRAL
174,알세미,반도체 패권 '더 작게'→'자동화' 흐름…알세미의 도전장,POSITIVE
175,임프리메드,"[대구 청년, 실리콘밸리를 만나다] 한인 창업가 '초기 전략' 특강",NEUTRAL
176,임프리메드,"“바이오산업 미래, 전주에서 해법 찾는다” 세계 포럼 열려",NEUTRAL
177,임프리메드,"전주시, '세계 바이오 혁신 포럼' 개최…디지털 치료제 등 3개 주제",NEUTRAL
178,임프리메드,"[쫌아는기자들] 미국 진출하려는 스타트업에게, 프라이머사제 이기하의 ‘뻔하지만 쉽지않은 조언’",NEUTRAL
179,임프리메드,“강아지서 효과 봤다”... 암치료 가능성 높이는 두 스탠퍼드대 박사,POSITIVE
180,커먼컴퓨터,"한국경제신문·오프너디오씨,'Connect to Code(C2C)' 개최",NEUTRAL
181,커먼컴퓨터,양방향 네트워킹이 가능한 IT 컨퍼런스 '2022 Connect to Code' 개최,NEUTRAL
182,커먼컴퓨터,"'최대 40.5억 투자' 제11회 청년기업가대회, 심사위원 15인 누구",NEUTRAL
183,커먼컴퓨터,"""요즘은 스타트업에 빠르게 수익성 달성을 요구""",NEUTRAL
184,커먼컴퓨터,"""SW중심대학(소중대), 디지털 인재 양성 요람""",POSITIVE
185,수호아이오,"""미친 사람만 오세요""…'몸값 2000억' 8명 남자들의 정체 [긱스]",NEUTRAL
186,수호아이오,[게임인사이드]'코인 유동화'에 가려진 '위메이드의 1년',NEUTRAL
187,수호아이오,"위메이드, 1년간 '위믹스' 1억800만개 처분해 2271억원 현금화",NEUTRAL
188,수호아이오,"위메이드 ""클레바 사고는 해킹 아닌 테스트 오류""",NEUTRAL
189,수호아이오,"[Best 창업허브대학] 4년 만에 1099개 창업팀 발굴···서울캠퍼스타운, 창업 전진기지로 우뚝",POSITIVE
190,토르드라이브,“어려워도 쓸 땐 쓴다”...네카오가 수백억 들고 찾아간 곳,NEUTRAL
191,토르드라이브,"네이버는 리셀, 카카오는 모빌리티 꽂혔다",NEUTRAL
192,토르드라이브,‘제2 중동 붐 기대’ 사우디 네옴시티 잡아라 [다시 뛰는 K-건설②],POSITIVE
193,토르드라이브,국내 기업이 제작한 UAM 김포서 뜬다…23일 비행 시연 진행,NEUTRAL
194,토르드라이브,韓 스타트업 탐내는 사우디 정부…블록체인·디지털트윈에 '눈독' [김은정의 클릭 사우디④],NEUTRAL
195,에어스메디컬,안랩 '꾸준한 우상향' 실적 이끈 '안랩표 클라우드'는 무엇?,POSITIVE
196,에어스메디컬,김종갑 본투글로벌센터장 “10년 안에 글로벌 유니콘 기업 100개 키울 것”,NEUTRAL
197,에어스메디컬,김종갑 본투글로벌센터장 “10년 내 글로벌 유니콘 기업 100개 키울 것”,NEUTRAL
198,에어스메디컬,"""10년내 글로벌 유니콘 100개 육성""…본투글로벌센터의 전략은",NEUTRAL
199,에어스메디컬,"본투글로벌, “글로벌 비즈니스 기회 발굴, 10년 안에 글로벌 유니콘 기업 100개 키울 것”",POSITIVE
200,딥핑소스,"""피클만 5000원인데"" 고든램지 피자 '가성비 전략' 맞아?",NEUTRAL
201,딥핑소스,"""헬스·육아도 생각 바꾸면 핀테크죠""",NEUTRAL
202,딥핑소스,"‘셰프표 스테이크부터 고가 샴페인까지’ 현대百, 고급 설 선물 판매",NEUTRAL
203,딥핑소스,데이터바우처 8997곳 지원… 중기성장 디딤돌,POSITIVE
204,딥핑소스,"'인텔이 증명한' 딥핑소스 ""책임감 있는 AI, 안전한 데이터 만든다""",POSITIVE
205,시어스랩,지능정보산업협회 장홍성 회장 연임,NEUTRAL
206,시어스랩,노마스크 시대…주요국 ‘백신 접종 정례화’ 후속 보도를,NEUTRAL
207,시어스랩,서울대 AI CEO 1기생들 베트남으로 산학연수,NEUTRAL
208,시어스랩,한국형 메타버스 산업육성법 마련 속도내는 국회,NEUTRAL
209,시어스랩,"""메타버스 산업진흥법, 입법 속도가 생명""",NEUTRAL
210,제네시스랩,"IAAE-제네시스랩-더에이아이, AI 및 AI윤리에 관한 사업 협력 MOU 체결",NEUTRAL
211,제네시스랩,"제네시스랩, AI 윤리가이드 제정 앞장선다…국제인공지능&amp;윤리협회 등과 ‘AI윤리에 관한 MOU’ 체결",NEUTRAL
212,제네시스랩,"제네시스랩, AI윤리 가이드라인 제정에 힘 보탠다",NEUTRAL
213,제네시스랩,"명문대 자소서, 박사 논문 몇초면 '뚝딱'...""누구냐 너"" 전세계 발칵",NEUTRAL
214,제네시스랩,"""챗GPT, A키로 노래 하나 작곡해줘""..일상 파고든 챗GPT",NEUTRAL
215,매스프레소,"[마켓인]미래에셋벤처, AI반도체 투자 선점…‘챗GPT’ 열풍 속 기대감↑",POSITIVE
216,매스프레소,[실험실 창업] 팀 쿡이 공교육 필수교과로 '코딩' 추천한 까닭,NEUTRAL
217,매스프레소,투자 한 푼 안 받고 수백억 매출…'잭팟' 터진 스타트업,POSITIVE
218,매스프레소,식지 않는 AI 열풍… AI기업 창투사 주가도 급등,POSITIVE
219,매스프레소,"""투자 유치 0원, 매출 570억원""…이 스타트업들이 수익낸 비결",POSITIVE
220,휴톰,"AI가 인공호흡기 조작하고, 위암 수술 집도…“이게 K-헬스케어의 미래”",NEUTRAL
221,휴톰,"대세 'AI' 흐름탄 루닛 ""올해에도 작년처럼 성장할 것""",POSITIVE
222,휴톰,"[fn마켓워치]IMM인베, 12개 디지털헬스케어 포트폴리오사 협력 강화",NEUTRAL
223,휴톰,"환자마다 다른 혈관 모양, 3D로 미리 다 보고 수술… “완벽한 회복 돕는다”[허진석의 톡톡 스타트업]",POSITIVE
224,휴톰,3D로 혈관 분포 보며 ‘수술 리허설’… “외과수술 자동화의 길 개척”[허진석의 ‘톡톡 스타트업’],POSITIVE
225,네오사피엔스,"개미 돌격에 125%, 230%, 620% '폭등'…챗봇 '망신' 극복할까",NEUTRAL
226,네오사피엔스,"""챗GPT 게섰거라""…생성 AI로 신시장 개척하는 K-스타트업",POSITIVE
227,네오사피엔스,'디자인 베끼기 논란' 비상교육 vs 슬링…표절 공방 격화,NEUTRAL
228,네오사피엔스,"[생성 AI시대, 우리는]〈2〉""한국형 챗GPT"" 대기업·스타트업 무한도전",NEUTRAL
229,네오사피엔스,"""진짜 피팅모델·성우 아냐?""…일상 파고든 AI, 인간과 경쟁 시작됐다",NEUTRAL
230,마이셀럽스,[마이무비] 인공지능이 취향 분석한 영화 '정이' 톺아보기,NEUTRAL
231,마이셀럽스,"
			뉴진스·태양·투바투… 1월 써클차트 날았다
		",POSITIVE
232,마이셀럽스,"
			방탄소년단(BTS) 진, '트라이앵글 백'이 잘 어울리는 스타 투표 1위
		",POSITIVE
233,마이셀럽스,"
			방탄소년단(BTS) 지민, 점퍼가 잘 어울리는 스타 투표 1위
		",POSITIVE
234,마이셀럽스,"
			방탄소년단 지민, 점퍼가 가장 잘 어울리는 스타 1위
		",POSITIVE
235,모빌린트,[이재모의 기업탐방] 세뱃돈 모아 애플 살까…국내 수혜주부터 주목?,NEUTRAL
236,모빌린트,"비전공자도 AI 분야 인재로… KT, '에이블스쿨' 2기 잡페어",NEUTRAL
237,모빌린트,"KT, '실무형 AI인재'로 채용 한파 뚫는다",NEUTRAL
238,모빌린트,"KT, 청년 디지털 인재 잡페어 개최",NEUTRAL
239,모빌린트,"KT, 청년 디지털 인재 잡페어 열어",NEUTRAL
240,룰루랩,"맞춤형 화장품, 'AI·비스포크' 만나자 연평균 40%↑ [IPO프리보드]",POSITIVE
241,룰루랩,목소리만 듣고도… AI가 치매·우울증·천식 진단한다,NEUTRAL
242,룰루랩,"바노바기 코스메틱, '온앤더뷰티 롯데월드타워점' 입점",NEUTRAL
243,룰루랩,“AI로 피부 건강검진 시대 연다”…한컴케어링크-룰루랩 협업 사업은?,NEUTRAL
244,룰루랩,"룰루랩-한컴케어링크, '디지털 헬스케어' 업무협약 체결",NEUTRAL
245,스타일봇,"비전공자도 AI 분야 인재로… KT, '에이블스쿨' 2기 잡페어",NEUTRAL
246,스타일봇,"KT, '실무형 AI인재'로 채용 한파 뚫는다",NEUTRAL
247,스타일봇,"KT, 청년 디지털 인재 잡페어 개최",NEUTRAL
248,스타일봇,"KT, AI 인재양성 '에이블스쿨' 2기 대상 잡페어 개최",NEUTRAL
249,스타일봇,"""경력같은 신입""…AI·DX 인력난 해결사된 'KT에이블스쿨'",POSITIVE
250,마인즈랩,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
251,마인즈랩,[주식 초고수는 지금] 테슬라 급등에 2차전지株 매수세 집중,POSITIVE
252,마인즈랩,"""적자 기업이 시총 수천억이라니""…올들어 4배 폭등한 종목",POSITIVE
253,마인즈랩,"""챗GPT 활용 경연대회""…엔피프틴-마인즈랩, 해커톤 개최",NEUTRAL
254,마인즈랩,"""챗GPT·구글 BARD 마음대로 조립""…한국형 AI 종합플랫폼 4월 공개",NEUTRAL
255,아토리서치,AI혁신허브 데이터센터 고대에 개소···초일류 AI연구 12개 지원,POSITIVE
